PRED,IMAGE,CONF
5TY341,090008_1701093216356F04_461,926
X43152,001315_1701091299037R03_104,899
3LKX36,090011_1701106778432F03_501,950
JL6,090108_1701109051839R04_231,809
162ME7,090314_1701100970562R02_641,921
3VVN95,090113_1701100368471R01_901,916
1523PY,090004_1701094097212F03_361,930
X46136,090010_1701104873795F03_021,941
NFVD90,090004_1701108381442R03_351,916
4CJJ78,090314_1701096043069F02_841,931
4LAW95,090011_1701112176318R04_991,925
2TNS58,001115_1701114880800R04_112,891
1PX748,011016_1701105551629R01_891,924
9AK883,090112_1701098533222F04_431,935
6WS352,090012_1701113994116R04_981,925
W43594,090011_1701095588313R02_461,927
35773,090111_1701114849076R02_521,930
5SK695,090011_1701098258260F03_801,919
1GBB26,090111_1701101057748R02_201,927
110895,090009_1701103113385F04_211,935
2JSJ35,090109_1701090164047R03_751,934
4CPT75,090111_1701090930515R03_351,935
KBR4334,090112_1701106463451R03_061,936
S83RRC,090110_1701091400307F03_791,927
3JXM53,001215_1701113440050F03_521,936
S55978,001015_1701103799615F05_391,932
1612UQ,001315_1701114639330R02_116,866
5VJ586,090314_1701114402346R01_861,901
4GBW87,001315_1701096257767F03_396,875
1TNR81,090110_1701116955568F02_881,931
5171365,090111_1701116121532R03_401,912
1AW367,090109_1701119087816F03_471,933
1VLS38,090314_1701100521999F01_841,933
197GM0,090013_1701114331430R02_251,918
1DRB64,090014_1701091210399R05_381,932
1KTG58,090013_1701103513987R03_851,939
3X85,090010_1701119001015R04_021,938
BF09933,090108_1701109536288F04_711,930
2EMC26,090108_1701113108820R04_581,920
5100120,090314_1701116114453R01_531,880
3HCJ76,011116_1701101924589F02_221,939
5RCD29,090013_1701105878468R03_461,931
JAJ5141,090111_1701109270671F04_501,890
BA25760,090109_1701117111024F04_651,926
9EJ842,090002_1701117085131R03_071,915
GMB6959,090106_1701098749204R04_431,906
P67753,090003_1701111385858R03_701,886
1BSL80,090006_1701104561235R02_761,913
4BZR97,090008_1701097086132F02_011,922
,090109_1701115230522R05_071,0
664VR8,090110_1701097530944F03_471,901
47435S0,001315_1701100170740F03_170,336
4FF4283,001215_1701096263623F02_541,898
996PW3,001215_1701096310863R02_791,940
VBT543,090104_1701093136399R03_851,920
6323A,090113_1701114220522F02_971,914
1KFY46,011016_1701114022006F01_951,923
LVB4062,011016_1701116730858F01_371,870
5JR282,011116_1701093457284R01_291,941
511XJB,090110_1701121827389R02_301,915
T44562,090108_1701095290032F02_141,930
3LBR99,090112_1701117816643R04_151,925
BK36669,090107_1701104214313F02_121,924
V71658,090008_1701101239512F02_121,940
4FVB31,090111_1701095879481R02_661,936
4EXS30,090013_1701114271329F02_151,923
3LR551,001015_1701122008331F05_521,927
N74SEY,090007_1701110654700R04_511,924
1HCG59,090112_1701114047036R03_391,945
5MJV89,001315_1701114181240R02_116,886
X25335,090007_1701120908338F02_901,940
N92686,090113_1701096354504F03_941,913
4GCJ48,090014_1701103742402F05_451,900
491LW61,001315_1701104134773R03_123,308
T767481C,090006_1701094163118R02_071,921
9CH526,001015_1701118007178F05_351,932
1QA880,090010_1701092232735R02_401,928
JCX2956,090103_1701104537604F03_391,918
3WPE11,090110_1701105812630F04_021,931
1BC519,090112_1701099376694F04_131,908
3ZET48,090111_1701109248815R03_401,926
568ZR3,090002_1701106518031R02_121,934
D97MRL,090006_1701097748045F04_741,936
HAC3247,090101_1701117660703R02_941,889
HMY6371,090112_1701119023430F02_001,910
LDWC61,090314_1701114548818R02_201,890
5VS789,090107_1701105661704F02_331,916
591YG8,090113_1701094399818F03_031,932
28RM52,090110_1701115647679R02_391,940
1CDZ89,090109_1701097025653R04_271,914
3BNK62,090112_1701101304890F02_171,946
2,090109_1701116027387R05_411,419
9HT387,090011_1701119715830R04_791,911
556FA9,090107_1701114337927F04_051,921
4ATH28,090314_1701105140099F02_121,937
BD0LLA,090113_1701093698188F03_441,455
LVA6899,090108_1701100273049F04_371,894
AMAXBA,090112_1701093265930R04_721,897
4NTB29,011116_1701095644223R01_181,935
3SFZ13,011016_1701118173330F01_301,936
V62253,011016_1701093942809R02_101,933
LC3104,090007_1701095816359R03_411,881
8CC835,090108_1701115381882R04_231,932
656FH2,090003_1701117852031R02_071,938
1EDE42,011116_1701118651781R01_301,934
2KTD75,090012_1701119218191F03_111,938
2TBC36,090008_1701110125942R04_881,936
LVB4465,090007_1701101523047R04_671,870
QNCJ05,011116_1701096247486R01_181,898
3FGM37,090106_1701103964037R04_971,924
8AKBT4,090007_1701090759975R03_441,920
4FTJ59,001315_1701094867577R02_141,901
1NJ278,090104_1701117890209R02_321,935
22Z580,011016_1701116112680F01_591,935
EVM305,011016_1701115639617R01_541,924
3VRD21,090012_1701117931248R03_371,933
3GCD44,090003_1701101734185F03_981,931
4BNC65,090214_1701106186023R02_841,927
P40RXT,090110_1701103801813F02_061,932
W81598,090014_1701106587618R05_351,942
1FAL89,090112_1701095720367R01_531,898
3EER14,011016_1701115712117R01_891,946
4FKH25,090113_1701096585223R04_331,923
1VFP64,090008_1701102575517F03_731,937
R687255,090009_1701115147293F04_241,920
4WWZ79,090010_1701095126905F03_391,925
W62807,090010_1701111435172R04_961,930
LER9742,090009_1701117700983F05_391,930
AH91364,090014_1701095626329R06_311,894
1YED19,090214_1701119174154R02_951,934
5IAIED7383,090011_1701098596037F04_621,381
3JMJ84,090011_1701118316497R02_961,939
90562,090007_1701110981566F03_931,938
4VND20,090003_1701122201019R02_371,938
1PKF28,090104_1701108665858F03_121,937
4GJE11,001315_1701108984503R02_159,900
4VSX59,090111_1701120059874R04_531,936
3KLK17,090112_1701092740759F03_011,940
32880,090111_1701117552513F04_311,922
3NRR67,090108_1701112812459R04_491,945
4KXF64,090314_1701115890852R02_871,935
BG09171,090103_1701106742694R03_161,915
4GEN77,090009_1701104704869F04_901,941
KBV2336,090101_1701120516779R02_891,928
3BXN89,090005_1701121908108R02_341,931
74SR98,090106_1701095447941F04_001,932
FW873X,090112_1701091786134R03_511,876
8VF693,090012_1701112574560F02_381,914
110895,090109_1701091826162F03_141,927
CP114,090013_1701091254961F02_391,887
6KB991,001115_1701112121347R05_121,895
AKC8914,090105_1701118820023F01_631,922
X67PJJ,001015_1701109355064R05_781,929
4PLX91,090007_1701113867710F03_351,926
X27240,090105_1701091537361R01_421,909
5BBB84,090108_1701100083428R03_001,923
BE05661,090006_1701096302299F02_701,906
BD18309,090006_1701106290178F02_461,928
3CMN19,090111_1701110158462F03_861,931
AA97569,090108_1701101870119F03_831,889
3WAA38,090009_1701116442371F05_541,927
3LMR57,090109_1701118686305F02_121,930
3CYG22,090113_1701114988817F02_451,925
AF72343,090006_1701100763394F03_901,927
5163332,090006_1701100203850R02_631,891
233DE2,001315_1701092320213R03_105,907
2XKK46,011116_1701099030641R01_871,946
5DGM60,090009_1701094462166F04_831,934
232GG7,090008_1701109047959R04_161,920
87S790,001015_1701092670327F05_701,939
5AYD70,090011_1701097868146F03_121,916
3LKX36,090005_1701102558001F02_891,939
2XXM54,001115_1701097662107F04_322,914
4YCY88,090012_1701112947638R03_871,937
5309454,090012_1701097073498R03_071,939
7VA993,011116_1701102225537R02_411,928
2LHK49,090113_1701118256641R03_221,920
BF86254,090010_1701090010800F04_031,935
WRIGID,090105_1701104939041R02_161,926
585KA3,090012_1701101257885R03_041,923
104361,090111_1701094542828F02_381,924
1ZL762,090108_1701090891906F04_881,941
745GP4,090113_1701112903876F02_881,925
LV98058,090112_1701108373345R04_241,878
2YWN54,090108_1701092923382F03_031,945
S80112,090003_1701116139999F02_461,925
2KEX85,090112_1701122304223R02_441,938
BD93328,090106_1701104488139F04_221,926
AX43647,090005_1701098862184R03_771,939
AN76395,090010_1701092382970F03_071,906
3NVP95,090013_1701091608453F02_231,915
RVB1380,090111_1701115699511F04_141,864
97777,090003_1701112958211F02_111,932
4800770,090010_1701122078630F04_661,929
EV18TX,090111_1701104548468F04_221,899
4MHV79,001315_1701120148397F03_244,908
SIA1F6688,011016_1701106994267R01_201,310
4CYG94,001315_1701106076117F03_248,898
3BS499,090006_1701107254635R04_161,923
3RVE11,090112_1701122219641F01_501,935
AN76395,090109_1701119637907F02_671,925
AU13075,090106_1701113735793F04_451,901
EV3225,090010_1701091053520F04_501,910
2TXZ26,001315_1701111885457R03_125,895
F60JBZ,090109_1701105434857R04_281,913
6NRZ60,090014_1701117168746F06_511,934
SW2211,001315_1701101721837R03_179,873
8AP110,090113_1701111945401R03_091,886
BF61558,090106_1701102400340R04_571,908
3JWA43,011016_1701094788977R02_141,938
3FGC38,090109_1701116775498R04_471,947
3FSW70,090012_1701097712630R02_941,935
6GE466,090011_1701099844956F02_831,933
X74073,090314_1701121310430R02_371,929
4JER75,090010_1701102887689F02_501,935
4NHL49,001215_1701116969592F02_241,925
4AGG88,090110_1701116556552R02_691,939
KWS3172,001315_1701118848127F02_317,852
971WN8,090013_1701119068648F04_841,928
9CZ648,090008_1701121547164F04_021,935
1AC83N,090103_1701093605012R02_161,922
5KYD69,090106_1701116468065R04_871,936
1BAC93,090106_1701115026186F03_951,934
E82SLV,090110_1701116967829R03_151,941
5SR719,090010_1701096300438F03_061,918
CLT3756,090102_1701107670952F03_971,924
925FC7,011016_1701117702953R01_511,912
2162,090011_1701099458091F03_431,907
BB65130,090110_1701113127979R02_631,925
4AVL34,090013_1701098165634F03_221,925
3WEZ71,001315_1701104851033R03_137,887
GBR5558,090002_1701098370721R03_641,902
558667,090109_1701106338197F05_561,909
1DK214,090009_1701108083930R05_241,931
5YF648,090111_1701117742469F04_831,929
3MJW17,090106_1701113744853R03_941,931
9EK0063,090013_1701113271531F02_291,918
X31457,090112_1701101439948F02_531,925
5BG348,090014_1701102929099R06_771,925
3SRR56,090109_1701116437104R04_011,939
N614064,090113_1701106282068R03_451,895
4TLS38,090010_1701095109310R04_831,942
32588,090111_1701104319780R03_591,929
3RGG29,090109_1701121992248F02_351,933
BH85888,090008_1701090525893R04_421,929
9FT879,090113_1701110948650R04_471,923
RS65JN,090011_1701114548076F04_611,919
2ARY75,090108_1701109321049R04_561,922
4SHW11,001015_1701119636308F05_881,915
V89195,090107_1701109063954R04_051,944
4EYE17,090111_1701104578248F03_231,940
1PN404,090002_1701113144776F03_361,926
EV66FW,001315_1701093893213F02_253,894
5JWB79,090010_1701106045772F03_701,936
70ZH14,090012_1701114720287R03_371,894
AE39603,090007_1701098290192R02_721,925
3SRM25,090112_1701095987470R03_001,918
1JFC92,090013_1701115280143F03_251,931
LCF7447,090002_1701109857139F03_221,938
4MDH97,090112_1701112002314R04_401,933
3PZA38,090012_1701095932462F04_581,942
4BTL19,090009_1701099716490R04_361,903
W21784,090005_1701114761332F03_511,928
3FL2155,090106_1701099499349R03_501,887
3JHM19,090010_1701102386883F02_341,927
3CMD12,090010_1701098859299F04_351,940
3VHX25,090112_1701093141146F04_691,936
W92072,001315_1701093296063F02_286,893
19HG93,090107_1701093119356F04_861,936
AE50424,090105_1701108935140F01_961,892
JT5667,090113_1701120172121R03_231,940
25KW73,090010_1701116052201F02_121,933
3VV932,090011_1701096494023R04_101,924
4VXC58,090106_1701108159110R04_511,922
2ADC72,090011_1701113347852R02_981,942
1BNK82,090006_1701098105116R03_131,950
5ASA54,090013_1701121237052R02_341,931
6EA727,090005_1701096057801R02_351,919
3NHP77,090113_1701118984441F04_181,930
1KCF79,011116_1701097943933F02_861,931
1CL434,090108_1701116093808R04_481,925
S24903,090103_1701093314539R02_141,916
5250401,090008_1701091936187R02_831,873
PB308,090112_1701120735254R01_221,923
X35377,090110_1701121046433F04_151,942
IC70XW,090112_1701112397017R04_851,921
4CPA94,090111_1701092954560R02_051,927
3VPG89,090014_1701114875346R06_171,921
2FGP36,090105_1701102810779F02_621,931
1FDS81,090010_1701106657429F02_431,931
MU3968,090110_1701102711100R02_281,920
2WJS43,090010_1701114513253R04_591,926
LV87033,001215_1701119503245F02_871,916
3ADX26,090013_1701119010936F02_631,940
2YCW63,090006_1701106333153F04_581,941
2ZXC47,090008_1701095932623R04_471,938
2DEN21,090007_1701093047885F04_051,925
575SH2,090007_1701106755135F04_271,927
5CHX20,090010_1701109131993R02_291,937
6187YP,001315_1701111966750F02_375,836
5KC786,090109_1701114945861R02_181,927
KWJ1503,090009_1701120792107R05_271,925
JHFD70,090107_1701099978351R03_731,908
3LDM75,011016_1701102587397R02_251,928
4389JZ,090107_1701097011397R02_941,936
1DYG41,090111_1701108216630F02_841,931
2YPP34,001215_1701111743451F02_391,929
BPJ8226,090109_1701110410375R05_101,905
3STA35,090013_1701116234648R04_171,940
CC,090113_1701104166361F03_241,613
3CNZ23,090109_1701102117240F03_131,924
1JXX67,090013_1701103744407R03_761,919
4SRS67,090113_1701111005279R04_141,941
TST3791,001215_1701108529660F03_381,914
758FV3,090009_1701094058502F05_481,919
3LPV74,011116_1701103290613F02_171,932
BF51040,090007_1701101206757R04_921,899
4FFH47,090113_1701093068740R03_731,927
W62882,090007_1701103051258F03_011,928
776VV6,090013_1701102626073R04_551,929
C247765,090107_1701111217954F04_181,922
9TK959,090013_1701105896846R04_551,932
BYNL820,090104_1701098635680F03_351,927
S91017,090013_1701117781431F04_811,929
9466A,090005_1701104490024F02_091,922
110097,090010_1701092424964R04_161,943
9TK959,090012_1701097975641R03_161,932
3HVT63,090110_1701118118669R04_451,938
3WZX26,090113_1701099698700F02_501,934
AV99518,090113_1701120391938R02_521,923
4DHE98,090009_1701093382194F04_631,938
C348833,090113_1701094801772F04_431,935
3PRR51,090113_1701111141479R04_751,926
5FH8215,090014_1701106295129F05_441,889
3MRT16,090314_1701114785668R02_731,929
5453ZF,090109_1701108880131F04_481,926
2HAZ17,090107_1701118304990F02_601,909
9SK547,090009_1701091949487R04_041,931
JEX6278,090102_1701116898182F03_501,917
BD22768,090109_1701115170971F02_381,921
T84875,090107_1701095679047F03_111,928
4XAN38,090113_1701111475543F03_081,912
1MEY32,090012_1701115252498R02_291,907
BG90807,090011_1701116979797R03_161,928
5HB849,090014_1701120863154R05_551,900
4DFD84,090113_1701107042831F01_301,939
112963,090108_1701092920461F03_021,944
4DSS36,090111_1701091236671R04_271,946
4LSA59,001315_1701113319363F03_334,907
6HG382,090103_1701092084465F02_781,940
47902,090106_1701106191686F02_231,932
AC73796,090108_1701115309095F03_021,921
5714KZ,090214_1701106542500R03_071,912
672LL2,090112_1701116663299R04_821,923
4KYB28,011016_1701097445460R02_361,940
CRWB625,090102_1701092028073F02_621,918
6HL815,090008_1701110906911R03_501,915
4NWR34,090012_1701107441652F02_441,935
5MDK39,090013_1701097868965F02_961,923
AV58608,090007_1701107087798R02_411,923
V12909,011116_1701118507987F02_211,936
UEA1591,001315_1701097606110R02_128,844
L949613,090102_1701119966120F02_921,724
5NVG49,090007_1701101041990R03_731,915
4NCS44,090009_1701106175379R03_281,928
1JWF36,090012_1701106519021F04_631,938
3SPZ65,090012_1701116566598F03_061,927
4BYL55,090010_1701115818463R03_201,913
3JSL58,090007_1701118248305R02_801,937
1RTG58,090011_1701109864188F03_861,932
4PN372,090105_1701109054749F02_031,938
67HX85,001315_1701111116187R02_124,901
7WX262,090112_1701100319532F03_931,927
L45850,090111_1701106879830R04_831,926
95EM93,011116_1701100877618R02_121,926
9LWB60,090010_1701092456035F04_521,936
SCM4762,090007_1701106254112F03_261,916
3LXK45,090012_1701107360737R01_711,935
8NLN70,090008_1701097893573F04_081,905
LVC7555,011016_1701103099796F01_561,911
2855730T,090006_1701121773739R02_071,261
44EV91,090104_1701102194875F02_741,928
9ES382,090010_1701110672126F03_101,944
EL80,090109_1701110136652R04_501,914
TVK7603,090012_1701100653084R03_701,920
2SHL59,001015_1701112971373F05_981,935
69BW46,090006_1701116007091R04_991,918
LVB2135,090113_1701118995914R03_441,924
2VPP64,001215_1701107893671F03_981,944
BA26004,090314_1701104111325F01_521,929
BH11723,090010_1701118264307R04_641,921
1KSR38,090005_1701117635250F02_901,913
AA77543,090109_1701099716007F04_901,734
1TRR43,090107_1701098165019R04_501,929
3TTX31,090004_1701106186243F03_331,933
27D850,090112_1701099641523F02_231,916
3ELF98,090009_1701113194591R05_881,930
3XVA25,090101_1701106215975R03_871,923
3GRS85,090012_1701094259742R01_371,948
2KGS85,001315_1701094394300R02_169,911
3MXH74,090104_1701095149996F03_371,939
62BYMZ,011016_1701119374509R02_561,926
442MVQ,090013_1701097750760R02_971,921
5GR814,090012_1701096482256R02_321,927
1DLD92,090112_1701116868610R01_391,923
3JJM93,090113_1701090929443F04_061,941
7772HI,090109_1701106278320F03_191,928
297SN1,090110_1701121565324R03_511,929
1663,090013_1701091275093F04_461,923
32824,090113_1701098169226F03_601,942
PAINT,090008_1701090187481F02_241,907
V32160,090013_1701095379208R03_701,944
S70670,090112_1701118006035R01_561,937
1TTE58,001115_1701093220700F04_379,876
4LYK74,090008_1701090560400R04_581,923
3TGL99,090110_1701118766378F02_641,913
87YL65,090009_1701094494229R05_041,909
102M046,090114_1701100744138R04_891,597
3RZS54,090107_1701120824188R03_161,932
CY30179,090007_1701098862351R03_081,913
1EP632,090314_1701097340635F01_701,945
3WHT51,090006_1701104801141F02_401,932
BB26561,090009_1701107141012R04_711,919
P1200124,090105_1701117137498R01_991,888
BJ11082,090002_1701092981487F03_141,883
T53566,011016_1701120500523R02_401,938
1AWL31,090010_1701105148096R03_331,924
3DLP46,090014_1701093009882R05_381,947
1CG639,090314_1701103267811F02_141,919
2CB495,090007_1701094926137R02_411,937
4VR900,090013_1701117974460R03_011,928
2JRS27,090107_1701096689784F04_031,940
5A01RE3,090109_1701090491099R03_641,915
586SC6,090014_1701090498347R05_981,936
9644D,090009_1701121494147F06_221,939
KES124,090112_1701093722500F03_751,885
BB25553,090003_1701104198100R02_161,934
4CFD47,090113_1701110542202R02_651,936
2TAF39239,090001_1701110297934R02_241,346
YP52647,090008_1701097387032F02_471,911
X23635,090010_1701100095943R03_041,928
4MVZ77,001215_1701112673916F03_331,947
6BR825,090113_1701120309866F01_021,933
975XE1,090012_1701100489712R01_411,935
T67613,011016_1701119692095F01_851,923
8811JX,090012_1701093455200R01_361,915
5AXZ58,090009_1701114441036F03_021,915
W47716,090111_1701090831105F02_461,911
3NMD36,011016_1701110192369F01_151,930
8DM358,090112_1701122371132R01_631,933
107016,090107_1701093611035F03_811,887
W26575,090314_1701091841011R02_631,913
GA1366,090007_1701120050483R03_311,902
2DES56,001115_1701091510210F04_302,908
6FW625,090113_1701090056031R04_441,910
BM38267,090007_1701117037855R02_431,924
49W540,090011_1701121375262F03_821,921
8025A,090012_1701093629284F01_361,913
1XAK53,090111_1701115496758F02_591,934
5PXG59,001115_1701114940547R04_140,900
MMX6226,090009_1701115888586F05_091,926
KNA9743,090007_1701091328087F04_541,913
X15659,001215_1701114982473F03_541,938
3CRB12,090013_1701109357426F02_971,925
109939,090012_1701116856900F01_141,936
6BX430,090003_1701117105602R03_391,902
X45829,090014_1701121281879R04_791,925
JGG5283,090104_1701095704436R02_821,916
3GSX81,090003_1701104600393F03_021,942
2PZJ71,090110_1701105187775F04_021,926
3JSL58,090007_1701118247718F02_311,933
125FL5,090104_1701121865249F03_671,834
JDM8074,090106_1701098696068F04_821,922
T28588,090008_1701093780236F04_201,935
AL99715,090010_1701106163920R03_951,904
13NS24,090007_1701097236732R03_301,915
2TJR26,090011_1701097213604F04_871,929
7ZY243,090114_1701114188484R04_671,924
4FTL97,090109_1701120035660R03_541,929
V96564,090103_1701120195942F02_261,921
BJ09707,090110_1701102627162R02_071,923
4MA332,090006_1701109661159R04_131,927
4AJW75,090112_1701099840531R04_071,940
CA14098,090110_1701113659699R02_151,911
7YA887,090110_1701101286825R04_061,936
4CKL26,090314_1701096214321R02_581,939
3VDP19,090113_1701106870455R02_761,932
5AZF18,090009_1701112896098R03_101,908
5207655,090006_1701099804927R04_041,929
359A776,090107_1701119187938R03_291,888
4GKT18,090011_1701093385611R03_881,938
1KJD93,090009_1701104454398F03_111,923
599AH4,090007_1701117447415R03_131,931
2N759,090108_1701115902285R04_171,929
316TY6,090314_1701112580559F01_161,937
3GVA63,090013_1701113299530F03_331,939
3YRG67,090111_1701091235834R04_261,910
5SP522,090009_1701101033419R05_701,909
1BDF32,090004_1701096876819R02_051,938
KRM9195,090003_1701107851429F02_851,931
4FSP88,090012_1701097082032R03_101,939
X49846,090106_1701095279070R02_621,927
8NGL90,090012_1701092846972F04_481,925
4HTR15,090113_1701121458519F04_361,924
1SXR36,001315_1701105841553F03_200,910
4EN213,090011_1701102162717F04_231,931
8SP281,001315_1701115767800R02_129,919
4XBB69,090108_1701105887556F04_681,928
2EDR78,090109_1701104169931F04_391,922
RB5143,090113_1701111496363F04_621,880
W77616,090013_1701099503135R04_321,930
3LDM75,011016_1701102586095F02_121,943
4KRA87,090111_1701117926856R02_391,886
2PGF24,090009_1701101763472R03_001,924
BM92653,090010_1701094659662F03_291,930
7DW475,090108_1701111007429R04_511,937
EDY1412,001315_1701121810410R03_191,862
SZL655137857746,090104_1701097221212R03_251,353
P1048212,090106_1701093816953F02_801,916
4NY519,090111_1701119127419F02_041,925
543UJP,090110_1701099675452R03_311,942
3JJM93,090113_1701090929970R04_151,919
278WNE,090013_1701090438438R02_231,939
LBV7174,090103_1701103842559F03_181,912
BHFR251,090107_1701092925207R03_891,889
5BZH59,090009_1701110102906F03_441,932
IW583,090010_1701119975974R04_551,937
8YP328,090003_1701103278137R03_101,934
96BNYR,090012_1701104153651R04_461,928
3DYP38,090109_1701118276090F03_021,938
4JBP64,090005_1701099753417R03_541,921
4HVR67,090109_1701097696720R05_921,920
99275,090009_1701092093642F06_961,776
560LAS,090008_1701101798617F03_951,909
84261NA,090006_1701098924920F03_501,917
3HBC65,090107_1701098188690R03_281,934
1YEZ96,090008_1701098179432R04_031,929
4LWG81,001315_1701101392463F02_294,912
AM58464,090106_1701098139731R03_091,911
XNUM11,090010_1701103636787F02_761,931
3GGM66,011016_1701114844432R01_321,932
3RZY47,011016_1701104393641R01_321,926
S88333,090104_1701100549849R02_671,925
V71954,090010_1701113212502R03_621,908
4JY834,090007_1701119335864R02_571,930
2LE467,090005_1701117031725R03_531,932
7LJ114,090011_1701115799912R03_441,921
9JV194,090110_1701119276275F02_161,932
3PAH58,090007_1701105352676R04_601,918
4TXW78,090008_1701121638831R02_331,935
5LKW89,090011_1701109217002R04_931,916
LVB2962,011016_1701106042827F01_841,922
11GHZ,090106_1701103195211R04_221,872
3JPX68,090108_1701120913495F03_641,939
102806,090112_1701112183080R03_501,928
2NHV65,090104_1701092404041F03_271,936
2DWC27,001315_1701097893980R03_467,902
TP1A7JN,090003_1701116955861R02_341,716
3MEL85,090005_1701115242849F03_791,937
1STD82,001315_1701120060007R02_482,904
3SMK63,090107_1701108813773F03_411,930
W82320,090009_1701099744249F04_591,931
BL10433,090112_1701093685618F04_561,936
76DYUZ,001115_1701104739037R05_387,884
7TL341,090009_1701116528189F06_941,929
125FL5,090010_1701092586020F04_211,882
2YVP24,090112_1701112216276R03_661,928
2VJG35,011016_1701102501494R01_591,939
EV25YV,090013_1701110152628F02_851,902
S8256,090113_1701122001114R02_711,924
2JLH82,001315_1701091628437F03_354,904
EV85TG,090013_1701120290588F02_321,906
18PM29,090108_1701104731270F04_311,881
KAE5681,090007_1701114472019R02_281,924
54MX06,090111_1701103824388F02_211,927
3TEH23,090214_1701117750124R02_321,918
5224683,090109_1701115518032F05_281,935
8BV996,090013_1701104646976F02_991,929
5301438,090104_1701091106939F03_741,902
844LC0,001315_1701093464137R02_436,883
4JXA45,090013_1701094733589R02_481,936
8PJ649,090011_1701101521778F03_671,935
5TTZ69,011016_1701093781861R01_891,932
3MZE94,090005_1701094270692F03_801,907
X39209,090109_1701116360083F04_231,928
4LHM21,090111_1701118555097R04_031,938
4NRJ88,090114_1701110724801R05_001,934
6HY174,090113_1701112090871F02_271,932
4FYF78,090006_1701113556408R04_271,945
V46906,001215_1701098164296R03_101,930
4JFK99,090111_1701119553711R02_481,923
109411,090007_1701095742381F03_731,934
N75SHB,090007_1701115178438F03_731,942
4DEN59,001315_1701110717643R02_436,891
1PHW83,090004_1701095268960R03_331,919
4RTK34,001215_1701101805632F02_821,934
1QM784,090012_1701100594619R04_411,934
6155JS,001215_1701114436907F03_701,931
8TAB30,090112_1701099575104R04_281,915
28CL31,090103_1701112212110F02_141,898
1805GT,090009_1701093728543R04_371,860
FJ300P,090113_1701113011855F04_371,780
2CAR62,090011_1701101869406F04_171,941
CPXV680,090106_1701092413709F03_001,938
C8435833EG,090113_1701122218002F02_541,487
3457A,090002_1701102749863R02_001,911
2RKZ57,090010_1701097721597F04_281,883
5HAK81,090108_1701101082747F03_831,905
1KJL34,001315_1701095843463F03_309,917
2EWE66,090109_1701102034456R03_241,939
4SJW31,001315_1701100520407F02_237,882
R30753,090113_1701104450892R02_891,945
3WD256,090111_1701095756365R03_381,950
442C10,090007_1701121546744F04_851,935
141XNF,090111_1701113920448F02_301,843
988RF7,090110_1701097694504F03_101,916
BG33024,090004_1701114259084R02_531,932
X98PHP,090006_1701114097249F04_531,912
4NPS14,001315_1701107121887F02_290,903
H0PE11,090010_1701117173401F02_571,666
1FHB72,090110_1701095974275R04_271,923
2THB23,090006_1701094152829R03_281,942
1NBD40,090111_1701107557367R02_611,929
2SRD25,090214_1701115588269R02_301,934
1WWD17,011016_1701099973105R01_781,928
3RRV18,090012_1701122388883R04_181,937
C247765,090107_1701111218485R04_301,921
3CMM44,090013_1701117771675F04_771,944
PAV9059,090108_1701115669653F02_151,885
1GTR38,090014_1701099217777R04_591,926
DZUJ67,090108_1701115912678R04_241,921
1MVD33,001115_1701121769660R05_143,902
3LNJ75,001115_1701096612287F04_291,912
1ZKJ61,090108_1701122057898F03_311,930
2ALP50,090010_1701119096727F03_371,919
CL5197,090109_1701114709861R04_391,910
4HMG45,090004_1701097360231F03_111,931
X35832,090107_1701113327919F04_151,940
1757JL,090010_1701093520488R03_281,927
1LK454,090112_1701096249069R02_331,923
C294363,090010_1701100786651R02_151,930
4APN35,011116_1701111102140R02_101,944
5DTT39,090314_1701103146351R01_171,919
LBU1761,090110_1701108910396R02_311,924
3656ZH,090105_1701093539849R02_391,930
LVB3075,001315_1701114280833F03_229,890
2BJN58,090108_1701097100855R04_321,936
R56670,090006_1701118489558R04_351,938
4SCB21,090010_1701118278653F03_721,940
3DHR73,090109_1701093956269R03_071,943
4NYH71,090005_1701098610590R03_301,943
4WBP74,090214_1701107471920R02_531,934
5PFC70,090007_1701116790525F04_281,918
2REL31,090214_1701116482669R02_671,932
P54723,090111_1701092363823F02_071,915
2JFX13,011116_1701118487720R02_051,915
S54112,090013_1701114282563F04_331,927
5ELW48,090108_1701118662062R04_791,932
3SVC69,001315_1701103263020F03_389,910
1HJC33,090107_1701098365498R02_141,941
1LX133,001315_1701105410027R02_143,800
LV99794,011116_1701107388304R02_691,926
3MYT25,011016_1701094600213F01_861,932
5BXP49,090106_1701121286556R04_841,930
2GEB41,001315_1701093956417R02_447,894
9LF181,090106_1701119306564R04_051,923
1ZWS58,090008_1701095907293R02_881,933
1HT240,090105_1701097234376R01_121,844
62E270,001315_1701111086593F02_277,914
S57117,090114_1701113447342R04_851,927
848WF7,090103_1701102339821R02_711,925
2KKS28,001015_1701100872577R05_571,932
2GZP34,090014_1701106496326R06_501,938
4DEN79,090111_1701114709678R04_121,938
X18481,090005_1701118478322R03_321,929
1FAP50,090008_1701107394367F03_251,944
2CHJ71,090104_1701091512628R03_241,931
1ZKB55,090013_1701095855662F04_981,912
2NCZ66,090111_1701116775206R03_581,926
W39893,090106_1701098219799F03_111,939
4SPE19,090107_1701108576658F03_171,933
8PD951,090013_1701100496028F04_501,923
5AKJ84,001315_1701101352383F02_210,917
4VGX29,090012_1701095550194F01_561,926
