PRED,IMAGE,CONF
1MR953,090013_1701113651606R02_291,918
4JFN81,090108_1701120710564R04_691,918
3NVH75,090007_1701105354974F02_051,935
9826LD,090009_1701091540344F04_241,929
4BVN51,090012_1701118845618F03_441,937
8LB957,090109_1701113095478R03_991,936
MDJ8686,090110_1701105874296R03_971,930
SGB0508,090110_1701112976171F02_051,930
EJL4139,090014_1701122194655R04_801,908
3HBD91,090108_1701102855906F04_421,936
K746,090009_1701101616482R03_291,516
2CW280,090004_1701116430469R02_851,934
9CK958,090110_1701100487588R04_551,938
JZK1037,090113_1701101592773R02_471,927
581ZP6,090009_1701118560175R05_571,935
4HVB55,090111_1701094503575F02_301,916
5PP320,090010_1701095129252R03_471,936
R45398,090112_1701110431385F03_881,942
341K20,090014_1701115540726R04_491,927
3ERX45,090007_1701104944409F02_131,939
2JC896,011116_1701114972826R02_101,940
25ER77,090104_1701118039871F03_941,913
M61822,090107_1701106947322F04_141,919
1YJV87,090012_1701103517642R03_621,939
BA19123,090104_1701115722914F02_301,877
5MDR59,090110_1701101396486R03_371,922
3LBR99,090006_1701112505155R04_141,922
1JBT95,090107_1701091629443R04_591,911
V63801,001315_1701096915023R02_142,881
8KB675,090105_1701112977268F02_991,930
3SAG93,090109_1701104069698F04_081,930
2VKH17,090314_1701091479570F02_681,921
1JFC92,090011_1701114952870R03_771,929
2XAH36,001215_1701096929868R03_091,938
1YFP82,090110_1701119278073R03_511,929
2ZK558,090107_1701115001016R04_531,931
4SVK14,090114_1701121472581R04_481,923
2LSK93,090112_1701115142907R03_011,938
BW105,090111_1701113002730F03_351,876
2TRM23,090009_1701098353944F03_721,936
465A70,090112_1701111633900F04_111,927
4ENP34,011116_1701113172166R01_151,931
2ZRM82,090113_1701122071987R01_941,914
1NBR27,090111_1701107197613F02_891,928
EV7710,090104_1701118584502R03_221,902
AV11487,090009_1701116569646R04_491,899
2PLS81,090010_1701104409921R04_101,939
1GQ235,090007_1701106382163F03_131,923
LV88116,090112_1701113074002F02_121,907
PIQ5949,090106_1701104317018R03_331,918
2JVG16,090113_1701116001661R02_481,926
2NLN76,090112_1701105822465F02_701,937
5RST19,011016_1701095166448F02_811,942
1599VC,090109_1701095967344F04_371,895
3VEY24,001315_1701106432940R02_103,911
P38NCE,090106_1701109342556F02_851,944
4WGF20,090107_1701118843854F04_041,924
9TM248,090011_1701098518184R04_911,938
9ACG80,090110_1701113278542R04_681,938
4LBD58,090111_1701102840120R02_551,927
97WZ38,090012_1701097806139R04_111,923
C229208,090006_1701101330767F03_161,921
3AWZ62,090110_1701100914219R03_951,939
2ZNV89,011116_1701114788378R01_321,943
9ACY247,011016_1701111070072F02_911,923
8NXD70,090107_1701120258865F03_011,942
4HZR81,090011_1701121449518F02_361,939
KBC2324,090111_1701098369305F04_141,942
2TWH12,090007_1701111665142R02_121,948
1YYS72,090008_1701096007242F02_141,934
1178KH,090109_1701106698410F04_631,869
5YB925,090008_1701108222008R03_281,935
2PSG54,090107_1701106851444R04_041,935
4NRF28,090012_1701106835793R03_421,940
UDZYK47,011016_1701112675612R01_641,754
KTT6664,090011_1701093360942F03_191,928
2LES24,090107_1701111762610R04_271,941
2CGG43,090013_1701117591125F04_521,934
AS12EG,090108_1701118275155R04_201,890
4475XY,090006_1701103776769R02_161,926
US5186,090113_1701097417499R01_271,929
820XCR,090012_1701107075757R03_311,940
2HLV34,090113_1701094942346R03_471,909
BH51107,090101_1701101438582F03_701,918
AV22650,090105_1701092943680F02_471,918
888HH9,011016_1701118859025R01_071,924
6EJ474,090102_1701104387401R03_311,930
X12698,090111_1701116669292R02_801,922
6VTF20,090108_1701110574314F02_371,902
5RKM89,001215_1701111347437R03_351,944
4EGX28,001315_1701109995853R03_494,928
BD77814,090109_1701117558964R05_761,925
TWX3170,090106_1701095715339R03_821,894
3BNZ89,090006_1701091830901F03_481,925
EVKE53,090112_1701099104226F01_071,914
2ZWC69,090004_1701096646442F03_211,918
3XVJ19,090004_1701092491381F03_671,924
6AK487,090110_1701108879586F03_811,928
4XE869,090006_1701111678799R02_151,932
B353361,090106_1701106163433R04_291,900
4TLG98,090014_1701104242397F05_381,922
AB6B5DA,090105_1701121964537F01_131,917
4FRA87,090013_1701091354102R03_721,928
574GG8,090113_1701112947197R02_381,930
5196,090010_1701102731766F04_251,949
N71,090013_1701097176697R01_401,835
7RX415,090011_1701104919169F04_291,943
CXRK576,090004_1701112884872R02_321,942
257G60,090008_1701099685391R03_301,950
144JL5,090108_1701094592206F04_441,938
V23RTJ,090111_1701118471503R04_621,942
39977,001215_1701097781216F02_511,901
5LTS49,090014_1701108077430R05_161,934
3WWC18,090011_1701105583176F04_971,925
NE876,090013_1701091372735R03_831,891
1LI874,090111_1701116410265F02_011,921
75BE50,090107_1701096508773R02_981,929
3LKE18,090104_1701090470046R03_521,939
CWXN844,090103_1701100960540R03_751,924
4JZE11,090009_1701118306448F05_851,917
A1B7V,090007_1701098276771R04_051,927
AM15041,090111_1701102495015R03_441,925
2DGC16,090108_1701114202172R03_231,942
4850780,090003_1701101332176R02_151,928
V68792,090105_1701106292891F01_241,934
3MC220,090109_1701112365150F03_901,896
2WWV73,090012_1701110263174R03_451,938
3VAT65,090008_1701095864268F04_601,928
LDCR79,090006_1701106328724R04_961,923
RGZ536,090109_1701103236416R02_001,926
5CKM19,090107_1701109775240R04_071,938
4ACZ56,090112_1701093097053R03_921,921
T86390,090013_1701093807714F02_431,912
K73445,090004_1701094824936R02_061,903
355NM7,090012_1701091656476R02_261,926
3MTJ54,090106_1701091378140R04_801,917
3GSN33,090112_1701111168322F04_511,941
4APS35,090009_1701107731468R03_871,917
4DHC64,090103_1701104735905F02_241,940
X37345,090013_1701092954661R04_641,926
5ASA54,090013_1701121236086F02_201,930
BH24069,090111_1701101864335F04_351,931
C064365,090107_1701113753934R04_321,919
Y129985,090109_1701118741461F03_611,908
2KNW64,090112_1701095674119R04_191,943
HDW3111,090106_1701104613011R03_961,905
CTFY909,090008_1701120546628F03_681,925
VE2752,090109_1701120574126R04_611,893
3AAG84,090008_1701121818183F04_771,889
1BG184,001215_1701109803347F02_921,928
2ABK48,090011_1701109671323R02_461,914
3TGE93,090112_1701116384457F04_011,925
6SV648,011016_1701098144355R01_101,931
V69632,011116_1701115639085F02_121,927
3PDP38,090104_1701102316165F02_041,949
X51737,090011_1701111355639R04_531,921
5BEL64,090012_1701115832354R03_871,933
W52652,001315_1701101237793R02_142,924
1TYR52,090012_1701118573017R02_191,930
2JVT88,090012_1701094418681F01_411,935
WF5587H,090002_1701121796125R02_581,548
2TWH31,090113_1701107487960R04_411,922
EV38DA,090109_1701090557804R04_171,932
4HGB47,090010_1701102169066R03_421,945
3GTE36,001315_1701101716117R03_478,887
KARTAL,001215_1701097226207R02_481,942
2665PZ,090012_1701090259753F04_751,922
41BSXB,090010_1701108875456R03_431,909
V86657,090014_1701108047738F05_351,933
3CMD12,090008_1701098294341F03_281,935
2LXB77,090113_1701114791621R03_531,936
3TBM63,090109_1701117891685F03_221,923
9BY769,090012_1701102129503F04_011,937
1CPH98,090012_1701091851912F01_091,933
8ADXF6,090113_1701090452367R02_631,925
3437083,090110_1701121693819R03_111,914
3KLA46,090012_1701094073192F03_361,943
6VN860,090010_1701098365347R02_881,911
3ZPR78,090104_1701101521799F02_521,940
3EYG74,090010_1701102302854F02_101,926
2M,090109_1701121981507F05_431,641
3HBG99,090013_1701104889481F03_451,929
4MAZ24,090012_1701099437681R04_351,937
111803,090108_1701116833412R03_281,917
X33713,001315_1701110578457F02_270,923
111803,090010_1701110497043F03_501,935
LVA5709,011116_1701113738386F01_791,884
BH33621,090107_1701106056604R04_351,915
2RPW75,011016_1701108171754R01_491,937
5TLZ39,090013_1701120148319F02_771,944
W36317,090107_1701114660349F04_131,924
9ACY90,090108_1701113022772F02_231,925
46346,090110_1701091948772R03_141,929
1GLF46,011016_1701109001070R02_091,944
LAX2838,090105_1701100511929F02_911,933
1AVW47,090111_1701118061042R04_081,926
AT81686,090012_1701106591091R04_731,893
N77643,090106_1701105727660R04_711,932
2BAP58,090013_1701107494418F04_081,934
774YZB,090008_1701112577350F04_921,938
2PCF96,090104_1701095154075R03_021,938
7AP437,090107_1701120398167F04_461,916
H0847,090009_1701110686920F06_201,908
4WMM98,090008_1701094160936F04_251,947
4A,090009_1701100196897R06_421,275
4080YN,090010_1701107999505R02_431,911
3YTM16,090314_1701113940985F01_481,935
3CTH62,011016_1701105231461F01_001,924
1EPP74,011116_1701113833432F02_921,936
LCH3144,090109_1701120329604F04_441,926
LVA2789,090112_1701097417409R03_111,902
1CL470,090008_1701112034567R03_011,894
KDW9367,090001_1701103627066F03_701,922
4CVJ16,011116_1701093974331R02_791,931
9TS383,090001_1701100735351R02_901,932
922TY8,090011_1701114801585F03_311,929
2BBM53,090014_1701100342418R06_311,932
58CG768,090010_1701104700127R03_111,603
4KWK88,090011_1701118915184R03_811,948
61051,090106_1701096899257R03_391,924
T86051,090113_1701112188394F04_801,933
8VS831,090106_1701120029209R04_831,935
1AJ474,001315_1701095817260F03_329,919
8FF393,090108_1701094088187R04_041,924
X57984,090005_1701104475861F03_001,942
BJ52167,090111_1701096626091F04_221,881
HPJ9679,090006_1701095868553F04_971,917
LV74486,090009_1701104303868F03_851,914
3NHP77,090113_1701118985004R04_461,920
X45953,090103_1701103790766F02_191,921
LYK0608,090314_1701097169186R01_691,923
8AVA70,090004_1701102789836R03_751,925
1AC249,090103_1701093071153R02_211,925
JF7C7D,090006_1701118744894F04_901,920
2BJ367,001315_1701119936367F02_200,891
P1186631,090014_1701103552390R05_611,924
X21876,090107_1701117675475F03_391,938
5038987,001115_1701095248723F04_254,861
C093190,090103_1701096075568R02_991,902
1SWW79,001115_1701091100083F05_286,898
4BZR97,090111_1701100628654R03_541,934
2NEW15,090113_1701090071747F04_351,928
X23072,090109_1701116853023R04_921,927
4SVX87,090012_1701093941787R04_471,934
3CSA24,090109_1701111332191R04_711,933
3YLJ88,001015_1701106299589R05_561,924
2GCN47,090113_1701121622144F04_951,934
8TM559,001315_1701102807510R02_404,869
2LMX83,090013_1701094573501F03_091,915
US379T,090110_1701098584946R03_511,912
S17251,090111_1701107841765R02_381,929
5301389,090006_1701114189608F04_951,898
4FER17,001115_1701113109547R04_106,851
3EER14,011016_1701115710412F01_511,929
LCH4999,090010_1701098111261R02_291,911
37PD32,090013_1701105893638R04_541,941
5977HD,090010_1701109940506F03_611,918
70923,090010_1701099107411F02_121,913
3LMC99,090013_1701112790502F04_651,941
CC5714,090010_1701097496973F03_531,916
241Y60,090112_1701111890090F04_391,920
V12SUA,090110_1701099981485R03_971,940
2AED17,090011_1701118835645F04_331,919
2XWD66,090011_1701115629070F03_201,937
KDW9367,090003_1701105105600R03_461,923
BL83268,090010_1701093392577R03_771,913
FI285,090012_1701106012866F03_761,914
4VJP50,090111_1701116219391R02_241,910
256XW,090012_1701097616859F04_531,930
2GJR11,090007_1701118414806R03_721,928
AG65554,090104_1701098923684R03_131,925
2ASW84,090110_1701107764018R04_111,930
X65887,090013_1701103430082R03_521,933
1CFN72,011116_1701102915829F01_321,923
3BBD95,090114_1701092485503F05_731,949
4DGA86,090109_1701120310411R03_361,947
EV25WT,090112_1701098376812R03_121,918
2ZJB53,090012_1701114860331F03_501,939
P26MTJ,090006_1701096606797F04_841,932
3KHL36,090007_1701109447962F04_441,937
3YHJ38,090114_1701103188468F05_141,939
1IA902,090006_1701105453361F02_011,927
4AVC88,090106_1701104514460R04_061,936
2BDC37,090003_1701103552429R02_691,930
2276637,001315_1701122148733R02_175,831
4GWM49,090109_1701115024430F03_141,936
2KZD74,001315_1701099217267R03_111,905
LVA4086,001215_1701093450791F02_271,902
1VPX15,090111_1701092874989R03_221,918
3BS499,090004_1701106034298R03_401,937
5EFF39,090011_1701103425618R04_501,940
147WP9,090108_1701116551525R03_041,925
351LB9,090005_1701111682445F03_251,928
AVS3377,090113_1701101043664R04_851,913
5RYA79,011016_1701106875308R01_351,919
MKZ853,090004_1701111468146F03_711,915
8BD619,090013_1701093889808F02_761,915
EVBV16,001315_1701094076587R03_428,915
AL78723,090106_1701093404555R03_411,902
BK29157,090112_1701120543387R02_481,922
3216741,090110_1701100529255R03_481,930
4EJ968,090113_1701117888762F03_761,932
9RV515,090109_1701119719028R03_201,923
4WZH57,090111_1701106702353F04_661,927
29754,090013_1701106727587F03_191,920
17RL51,090109_1701108793833F02_281,931
7FR834,090008_1701109945686F03_271,934
7714A7,090006_1701092410747F02_891,896
KBV1876,090010_1701095151210R03_601,925
7ANM40,090012_1701115732797F01_531,925
W30230,090106_1701104187659R04_181,943
3KM647,090112_1701103713759R01_891,911
3PMK79,090107_1701098624781R04_481,940
1LLJ26,090010_1701100926990R04_371,933
5JR481,090109_1701100278915F04_491,880
1KMB70,090008_1701108219772R04_261,928
IC31ZV,090108_1701113378917F04_401,926
97AZTE,090012_1701114581476R03_431,925
4LMA95,090006_1701112513521F04_801,930
3PZP56,090013_1701111951983R04_321,926
K40SCJ,090007_1701117342671R03_371,930
MU4840,090103_1701104803879R02_601,874
6VL784,011116_1701097532168F02_591,938
2WVM40,090012_1701097404828F02_881,933
3PVH75,090014_1701092081670F05_291,931
P38NCE,090107_1701107194216F02_901,940
5MD819,090314_1701117761619R01_611,934
1AYS28,001315_1701118500707F02_353,902
X14906,001315_1701090424077R02_483,899
3PFV96,090114_1701118678570F05_501,937
3DAS77,090011_1701119705304R03_251,920
X11506,090109_1701092397327F03_411,927
87E650,090107_1701100625348R04_231,910
2TLH15,090110_1701117623519R03_861,916
5DSG27,001315_1701112208030R03_117,918
KTT5623,090104_1701099146850F03_421,934
842YF7,090114_1701099371573F05_261,933
MBR780,090009_1701108439811F05_301,925
5MDL39,090108_1701118893164F02_401,936
4TWA59,090111_1701090303236R02_411,928
3ECX56,090012_1701102773687R02_501,939
W53539,090011_1701104858553R03_701,932
1XGY76,090112_1701116167516R04_291,939
3ZVC17,011016_1701116697798R01_281,931
12HX,090114_1701112946651R05_031,925
3RXJ80,090010_1701090518293R04_941,929
3SCY51,090112_1701106013203R02_221,934
AY89905,090108_1701110961077R04_381,933
S68446,090013_1701114578712R02_341,922
LC,090009_1701115837485R06_631,670
P1200124,090102_1701120713262R02_201,904
W43183,090104_1701096569652F02_071,943
F37SJL,090006_1701095810657F03_491,932
829YS2,090112_1701091169342F04_141,933
3APV99,090314_1701092041281R02_091,919
1EBK89,090007_1701105452112F04_351,929
V50545,090013_1701105492752F03_271,907
3NFY74,090010_1701120546304R04_571,934
337NC1,090005_1701100589784R03_621,941
2SXG91,090014_1701105708836R05_081,932
VC8,090009_1701104801286R06_191,274
4AYV61,090314_1701099577535F02_961,925
QLLF60,090006_1701091806264R03_261,933
LZL4850,090108_1701108061362R04_991,927
5DYL19,090113_1701098372984F04_021,937
RB,011116_1701100573474F01_211,649
AY230P,090107_1701121880731F02_841,914
474LK6,090010_1701113270383F02_991,939
6GX743,090009_1701103778763F04_101,933
BA78906,090110_1701095782420F04_801,913
4DAX34,090109_1701092256199F04_491,934
2NYT22,090112_1701108598611R01_481,940
3MWA58,090112_1701110696981R01_571,926
S48068,090103_1701096271019R02_511,920
CWZ326,090112_1701096661543R03_191,920
R97470,090108_1701114445734F02_221,924
KEY4069,090003_1701104460827R02_211,930
2MMC42,090107_1701094533097R03_361,934
5THP19,090109_1701114981590R04_551,913
5HSZ10,090011_1701096793129R02_881,941
LAD19,090109_1701100683709F03_091,943
3ANV74,001315_1701095444370R03_463,869
132TV1,001015_1701090895245F05_201,924
1XJ173,090013_1701118672300R04_501,917
4YSV38,090011_1701091279810F02_821,932
1HXB17,090010_1701105903882R04_361,922
87DE99,090004_1701098519063R02_801,930
GCCI,011016_1701119906503F01_821,888
3PYM47,090113_1701097669718F02_571,935
4CCH17,001315_1701107871890F02_359,907
3DL438,090013_1701103091898R04_661,934
BM75291,090107_1701121592734R04_641,909
2305765,090003_1701102608411F03_881,825
V21332,090011_1701102313265F02_711,936
AM40114,090007_1701112808963R03_901,913
4ZCT31,090214_1701103307512R02_921,930
1WER37,090007_1701121266111F02_021,931
BH53094,090006_1701093422778F04_371,929
9SX572,090110_1701105439881F03_441,938
15683M2,090112_1701110033073R04_451,912
2JLM93,090011_1701097122053R03_271,923
4XN542,001215_1701102672754F02_511,927
2RSZ25,090009_1701114107650F04_541,941
3BEC79,001215_1701101303639F03_021,926
713KV5,090112_1701105497516R02_361,943
IZ02CD,090105_1701104983054R02_341,928
V50884,090109_1701121729771F02_171,931
2GXX23,090011_1701090743908R04_341,936
3LRD27,090112_1701099089448F04_371,931
9EG492,011116_1701113785432F02_751,933
W96332,090009_1701092161633F03_291,936
4JJW95,001215_1701117673121F02_411,937
4ARA74,090112_1701098313328R02_761,944
5LSG80,090003_1701099638309R02_351,931
3XNP16,090113_1701098296267F01_761,939
1XK612,090103_1701092273630R02_591,929
7TS326,090008_1701110990545R03_771,913
XDB31,090107_1701107624111R03_991,912
6EX647,001315_1701120534553F02_317,901
1BV458,090007_1701094082878R03_411,905
8YE353,090108_1701111423263F04_841,935
9WB658,090101_1701102881578F02_201,932
4ACA85,001215_1701113076632R03_871,932
10442,090008_1701116260599R04_531,918
S86350,011116_1701104044205F01_191,932
FP146778,090112_1701112185199F02_481,894
SYB5757,090008_1701117456224F04_531,924
JSF4482,090008_1701099446576R03_471,926
4470300,001315_1701103659547R03_115,881
V851333,001315_1701101939570R03_187,371
2JN178,090110_1701103769902R04_891,932
MBB76,090005_1701115236932R03_191,920
YP52647,090005_1701095143254F02_011,926
4RES97,090001_1701120378067R03_411,937
3RLZ15,011116_1701121668181R01_621,948
T737686,090106_1701107737312R02_361,928
843G,090104_1701109035847R03_371,938
FW873X,090013_1701120035009R03_761,902
BL43035,090013_1701111851614F04_921,921
5333312,090004_1701115281416R03_591,901
LYA84,090109_1701099209180F04_841,532
69NA5,090109_1701099573915R05_141,921
V16SRM,090012_1701092092351R04_491,946
629HG6,090007_1701094027192R04_401,937
10ALAM,090114_1701100262447R05_561,890
765WX8,090108_1701121243750F03_521,934
MFX2493,001315_1701113937057R02_100,884
W96821,090103_1701097691375R02_531,915
293XV4,090109_1701115004573F02_801,933
JKUL65,090113_1701121040600R03_511,927
3KEK74,090013_1701092236441R02_881,935
3EHY61,090107_1701117067177R03_441,932
LV78353,090005_1701109606244R03_531,872
9HVF20,011116_1701115237184F01_051,929
USBS73,090110_1701111195858R04_101,934
4DPZ45,090013_1701095178333F02_631,925
W26019,090010_1701092355059F03_911,921
968LG9,001315_1701117344597F03_200,874
108842,090110_1701092833654R02_971,914
2XDG18,090113_1701106062710R03_791,923
8TPL60,001115_1701108044817F04_399,872
4ALL69,090105_1701090508498R01_751,915
3HLF59,090112_1701090717205F02_431,937
V44144,090105_1701100897068F01_501,938
3NAL80,090314_1701110587442R01_631,936
68GE47,090010_1701092737845R02_991,911
5015277,090013_1701113493312R02_371,894
3CMF12,090010_1701110554236F03_671,924
3BYM17,011116_1701104790128F01_441,933
BB06076,090006_1701118499855R02_311,935
16RK39,090112_1701092204145R04_821,898
V55330,090003_1701100095155F03_001,935
3YPG51,090107_1701105450509F03_311,925
